country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Northern Ireland,,19/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,20/12/20,16068,16068,,,1778,0.85,0.85,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,21/12/20,,,,,1829,,,,966,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,22/12/20,,,,,1880,,,,993,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,23/12/20,,,,,1931,,,,1020,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,24/12/20,,,,,1982,,,,1047,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,25/12/20,,,,,2033,,,,1074,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,26/12/20,,,,,2084,,,,1101,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,27/12/20,31016,31016,,,2135,1.64,1.64,,1127,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,28/12/20,,,,,2054,,,,1085,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,29/12/20,,,,,1972,,,,1041,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,30/12/20,,,,,1890,,,,998,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,31/12/20,,,,,1808,,,,955,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,1/01/21,,,,,1726,,,,911,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,2/01/21,,,,,1645,,,,869,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,3/01/21,41956,40685,1271,,1563,2.22,2.15,0.07,825,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,4/01/21,,,,,2360,,,,1246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,5/01/21,,,,,3157,,,,1667,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,6/01/21,,,,,3954,,,,2088,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,7/01/21,,,,,4751,,,,2509,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,8/01/21,,,,,5548,,,,2930,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,9/01/21,,,,,6345,,,,3351,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,10/01/21,91954,78005,13949,,7143,4.86,4.12,0.74,3772,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,11/01/21,99475,84187,15288,7521,7197,5.25,4.45,0.81,3801,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,12/01/21,109257,91417,17840,9782,7574,5.77,4.83,0.94,4000,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,13/01/21,121711,102701,19010,12454,8332,6.43,5.42,1,4400,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,14/01/21,133831,114567,19264,12120,9044,7.07,6.05,1.02,4776,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,15/01/21,137380,117906,19474,3549,8530,7.25,6.23,1.03,4504,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,16/01/21,140561,120387,20174,3181,7964,7.42,6.36,1.07,4206,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,17/01/21,146733,125717,21016,6172,7826,7.75,6.64,1.11,4133,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,18/01/21,154436,132857,21579,7703,7852,8.16,7.02,1.14,4146,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,19/01/21,160396,138436,21960,5960,7306,8.47,7.31,1.16,3858,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,20/01/21,166538,144212,22326,6142,6404,8.79,7.62,1.18,3382,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,21/01/21,173549,151039,22510,7011,5674,9.16,7.98,1.19,2996,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,22/01/21,177026,154366,22660,3477,5664,9.35,8.15,1.2,2991,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,23/01/21,178331,155644,22687,1305,5396,9.42,8.22,1.2,2849,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,27/12/20,5,5,,,,0,0,,,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,28/12/20,605,605,,600,600,0.01,0.01,,111,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,29/12/20,1673,1673,,1068,834,0.03,0.03,,154,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,30/12/20,2094,2094,,421,696,0.04,0.04,,128,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,31/12/20,2166,2166,,72,540,0.04,0.04,,100,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,1/01/21,2172,2172,,6,433,0.04,0.04,,80,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2/01/21,2172,2172,,0,361,0.04,0.04,,67,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,3/01/21,2172,2172,,0,310,0.04,0.04,,57,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,4/01/21,2173,2173,,1,224,0.04,0.04,,41,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,5/01/21,5596,5596,,3423,560,0.1,0.1,,103,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,6/01/21,14493,14493,,8897,1771,0.27,0.27,,327,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,7/01/21,20901,20901,,6408,2676,0.39,0.39,,494,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,8/01/21,22498,22498,,1597,2904,0.41,0.41,,536,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,9/01/21,22627,22627,,129,2922,0.42,0.42,,539,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,10/01/21,22733,22733,,106,2937,0.42,0.42,,542,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,11/01/21,23074,23074,,341,2986,0.43,0.43,,551,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,12/01/21,27183,27183,,4109,3084,0.5,0.5,,569,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,13/01/21,36700,36700,,9517,3172,0.68,0.68,,585,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,14/01/21,44826,44826,,8126,3418,0.83,0.83,,630,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,15/01/21,49137,49137,,4311,3806,0.91,0.91,,702,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,16/01/21,49842,49842,,705,3888,0.92,0.92,,717,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,17/01/21,50121,50116,5,279,3913,0.92,0.92,0,722,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,18/01/21,51642,51367,275,1521,4081,0.95,0.95,0.01,753,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,19/01/21,56729,55688,1041,5087,4221,1.05,1.03,0.02,779,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,20/01/21,66531,64816,1715,9802,4262,1.23,1.2,0.03,786,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,21/01/21,73844,71971,1873,7313,4145,1.36,1.33,0.03,765,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Oman,OMN,28/12/20,1717,1717,,,,0.03,0.03,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,29/12/20,3363,3363,,1646,1646,0.07,0.07,,322,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,30/12/20,5043,5043,,1680,1663,0.1,0.1,,326,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,31/12/20,6516,6516,,1473,1600,0.13,0.13,,313,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,1/01/21,,,,,1289,,,,252,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,2/01/21,7231,7231,,,1103,0.14,0.14,,216,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,3/01/21,8826,8826,,1595,1185,0.17,0.17,,232,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,4/01/21,10728,10728,,1902,1287,0.21,0.21,,252,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,5/01/21,12751,12751,,2023,1341,0.25,0.25,,263,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,6/01/21,14005,14005,,1254,1280,0.27,0.27,,251,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,7/01/21,14911,14911,,906,1199,0.29,0.29,,235,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,8/01/21,14980,14980,,69,1158,0.29,0.29,,227,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,9/01/21,15023,15023,,43,1113,0.29,0.29,,218,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,10/01/21,15907,15907,,884,1012,0.31,0.31,,198,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,11/01/21,18287,18287,,2380,1080,0.36,0.36,,211,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,12/01/21,20649,20649,,2362,1128,0.4,0.4,,221,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,13/01/21,22749,22749,,2100,1249,0.45,0.45,,245,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,14/01/21,24204,24204,,1455,1328,0.47,0.47,,260,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,15/01/21,,,,,1358,,,,266,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,16/01/21,24773,24773,,,1393,0.49,0.49,,273,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,17/01/21,25446,24773,673,673,1363,0.5,0.49,0.01,267,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,18/01/21,26758,24773,1985,1312,1210,0.52,0.49,0.04,237,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,19/01/21,28049,24773,3276,1291,1057,0.55,0.49,0.06,207,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,20/01/21,29548,24773,4775,1499,971,0.58,0.49,0.09,190,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,21/01/21,,,,,817,,,,160,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,22/01/21,,,,,830,,,,163,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Oman,OMN,23/01/21,30675,24773,5902,,843,0.6,0.49,0.12,165,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1353291121435283457
Panama,PAN,19/01/21,0,0,,,,0,0,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1353136663422246912
Panama,PAN,20/01/21,6,6,,6,6,0,0,,1,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1353136663422246912
Panama,PAN,21/01/21,2728,2728,,2722,1364,0.06,0.06,,316,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1353136663422246912
Panama,PAN,22/01/21,5081,5081,,2353,1694,0.12,0.12,,393,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1353136663422246912
Panama,PAN,23/01/21,5594,5594,,513,1398,0.13,0.13,,324,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1353136663422246912
Poland,POL,28/12/20,2000,2000,,,,0.01,0.01,,,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,29/12/20,6300,6300,,4300,4300,0.02,0.02,,114,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,30/12/20,36300,36300,,30000,17150,0.1,0.1,,453,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,31/12/20,47600,47600,,11300,15200,0.13,0.13,,402,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,1/01/21,,,,,11749,,,,310,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2/01/21,50391,50391,,,9678,0.13,0.13,,256,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,3/01/21,50833,50833,,442,8139,0.13,0.13,,215,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,4/01/21,92220,92220,,41387,12889,0.24,0.24,,341,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,5/01/21,140226,140226,,48006,19132,0.37,0.37,,506,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,6/01/21,160359,160359,,20133,17723,0.42,0.42,,468,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,7/01/21,188956,188956,,28597,20194,0.5,0.5,,534,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,8/01/21,198787,198787,,9831,21399,0.53,0.53,,565,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,9/01/21,200022,200022,,1235,21376,0.53,0.53,,565,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,10/01/21,203053,203053,,3031,21746,0.54,0.54,,575,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,11/01/21,257834,257834,,54781,23659,0.68,0.68,,625,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,12/01/21,309620,309620,,51786,24199,0.82,0.82,,639,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,13/01/21,369212,369212,,59592,29836,0.98,0.98,,788,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,14/01/21,410480,410480,,41268,31646,1.08,1.08,,836,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,15/01/21,436963,436963,,26483,34025,1.15,1.15,,899,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,16/01/21,457303,457303,,20340,36754,1.21,1.21,,971,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,17/01/21,469466,468795,671,12163,38059,1.24,1.24,0,1006,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,18/01/21,495164,491696,3468,25698,33904,1.31,1.3,0.01,896,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,19/01/21,541229,530055,11174,46065,33087,1.43,1.4,0.03,874,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,20/01/21,591785,566793,24992,50556,31796,1.56,1.5,0.07,840,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,21/01/21,644999,605313,39686,53214,33503,1.7,1.6,0.1,885,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,22/01/21,684277,638798,45479,39278,35331,1.81,1.69,0.12,934,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,23/01/21,701164,654184,46980,16887,34837,1.85,1.73,0.12,920,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,27/12/20,4962,4962,,,,0.05,0.05,,,Pfizer/BioNTech,National Health Service,https://esriportugal.maps.arcgis.com/apps/opsdashboard/index.html#/acf023da9a0b4f9dbb2332c13f635829
